1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,Credit Earned,CGPA,registered_program,target_dept
ECO-1,BBA-2,ENG-3,,,ban,,,15.00,3.81,ECO,ESS
ECO-1,BBA-2,MAT-3,,,ban,,,15.00,2.79,ECO,ESS
ECO-1,BBA-2,,,,ban,,,42.00,2.65,ECO,ESS
MAT-1,BBA-2,ECO-3,,,ban,,,136.00,3.19,ECO,ESS
ECO-1,BBA-2,ENG-3,4.19,4.6,ban,Chittagong,Chittagong,52.00,3.56,ECO,ESS
ECO-1,BBA-2,ENG-3,,,ban,,,117.00,2.76,ECO,ESS
ECO-1,CSE-2,,5,5,ban,Sylhet,Sylhet,87.00,2.87,ECO,ESS
ECO-1,BBA-2,LLB-3,,,ban,,,60.00,3.83,ECO,ESS
ECO-1,BBA-2,ENG-3,5,4.3,ban,Dhaka,Dhaka,24.00,2.48,ECO,ESS
ECO-1,BBA-2,ENG-3,5,5,eng,,,15.00,2.41,ECO,ESS
EEE-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,15.00,2.94,ECO,ESS
EEE-1,BBA-2,ECO-3,5,5,eng,,,49.00,2.98,ECO,ESS
ARC-1,ECO-2,BBA-3,5,4.9,ban,Dhaka,Dhaka,27.00,2.93,ECO,ESS
PHR-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,38.50,3.72,ECO,ESS
ECO-1,BBA-2,ENG-3,5,3.5,eng,,,21.00,2.95,ECO,ESS
ECO-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,36.00,3.06,ECO,ESS
ECO-1,ENG-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,21.00,2.54,ECO,ESS
ECO-1,BBA-2,ENG-3,4.6,4,eng,,,15.00,3.62,ECO,ESS
ECO-1,BBA-2,LLB-3,5,5,ban,Jessore,Jessore,69.00,2.03,ECO,ESS
ECO-1,BBA-2,LLB-3,4.4,5,eng,,,69.00,2.55,ECO,ESS
ARC-1,ECO-2,BIO-3,5,4,eng,,,117.00,3.84,ECO,ESS
EEE-1,ECO-2,ECE-3,4,3.5,eng,,,15.00,3.52,ECO,ESS
ECO-1,BBA-2,LLB-3,5,5,ban,Dhaka,Dhaka,15.00,2.35,ECO,ESS
ECO-1,BBA-2,ENG-3,5,5,eng,,,21.00,2.64,ECO,ESS
ECO-1,BBA-2,ENG-3,4.4,2.5,eng,,,30.00,2.52,ECO,ESS
ECO-1,PHY-2,ECE-3,5,3,eng,,,51.00,3.37,ECO,ESS
ECO-1,BBA-2,,5,5,eng,,,138.00,2.61,ECO,ESS
ECO-1,ARC-2,CSE-3,5,4.7,ban,Dhaka,Dhaka,21.00,2.6,ECO,ESS
ARC-1,LLB-2,ENG-3,4.2,2.5,eng,,,24.00,3.73,ECO,ESS
ECO-1,BBA-2,LLB-3,5,3,eng,,,18.00,2.32,ECO,ESS
ARC-1,CSE-2,ECO-3,5,5,ban,Dhaka,Dhaka,15.00,2.68,ECO,ESS
ECO-1,BBA-2,CS-3,4.75,4.25,eng,,,12.00,2.34,ECO,ESS
BBA-1,ECO-2,ENG-3,5,4.6,ban,Dhaka,Dhaka,111.00,2.82,ECO,ESS
PHR-1,BIO-2,ECO-3,5,3.5,eng,,,120.00,3.62,ECO,ESS
BBA-1,LLB-2,ECO-3,5,5,ban,Chittagong,Chittagong,15.00,3.51,ECO,ESS
BBA-1,ECO-2,ENG-3,4.2,2.5,eng,,,93.00,2.49,ECO,ESS
ECO-1,BBA-2,CSE-3,5,5,ban,Dhaka,Dhaka,120.00,3.53,ECO,ESS
ECO-1,BBA-2,LLB-3,4.8,4.5,eng,,,93.00,3.64,ECO,ESS
ECO-1,CS-2,BBA-3,5,4.67,eng,,,106.00,3.71,ECO,ESS
ECO-1,ENG-2,LLB-3,4.75,5,ban,Dhaka,Dhaka,18.00,2.79,ECO,ESS
ARC-1,ECO-2,BIO-3,5,5,ban,Dhaka,Dhaka,94.00,2.14,ECO,ESS
ECO-1,EEE-2,ARC-3,5,5,ban,Dhaka,Dhaka,63.00,2.83,ECO,ESS
CSE-1,BBA-2,ECO-3,5,4.6,ban,Dhaka,Dhaka,63.00,2.99,ECO,ESS
BBA-1,ECO-2,ENG-3,5,4.9,ban,Dhaka,Dhaka,72.00,2.64,ECO,ESS
ENG-1,BBA-2,ECO-3,5,3.1,ban,Dhaka,Dhaka,87.00,3.24,ECO,ESS
PHY-1,ECO-2,APE-3,,,ban,,,108.00,3.82,ECO,ESS
ECO-1,MIC-2,BBA-3,5,4.9,eng-ver,Dhaka,Dhaka,90.00,2.47,ECO,ESS
ARC-1,ECO-2,BBA-3,,,ban,,,14.50,2.21,ECO,ESS
CSE-1,PHR-2,ECO-3,5,5,ban,Dhaka,Dhaka,24.00,2.45,ECO,ESS
ECO-1,CS-2,ENG-3,4,3.5,eng,,,36.00,2.77,ECO,ESS
CSE-1,ECE-2,CS-3,5,5,ban,Dhaka,Dhaka,132.00,2.47,ECO,ESS
CSE-1,EEE-2,ECE-3,5,4.8,ban,Dhaka,Dhaka,9.00,3.86,ECO,ESS
ECO-1,BBA-2,ENG-3,5,5,ban,Jessore,Jessore,75.00,3.4,ECO,ESS
BBA-1,ECO-2,,5,3,eng,,,130.00,3.79,ECO,ESS
CSE-1,ECO-2,EEE-3,5,5,ban,Dhaka,Dhaka,11.50,2.81,ECO,ESS
ECO-1,BBA-2,ANT-3,5,4,eng,,,45.00,2.17,ECO,ESS
ARC-1,BBA-2,,3.9,3.5,eng,,,87.00,2.13,ECO,ESS
PHR-1,LLB-2,ECO-3,5,5,ban,Dhaka,Dhaka,84.00,2.09,ECO,ESS
CSE-1,EEE-2,ECE-3,4.94,5,ban,Dhaka,Dhaka,117.00,3.41,ECO,ESS
ECO-1,CS-2,PHR-3,4.75,4.6,ban,Dhaka,Dhaka,15.00,3.3,ECO,ESS
CSE-1,EEE-2,ECE-3,4.94,4.7,ban,Dhaka,Dhaka,61.00,2.56,ECO,ESS
BBA-1,ECO-2,LLB-3,5,5,eng,,,111.00,2.07,ECO,ESS
ECO-1,CSE-2,PHY-3,5,5,ban,Dhaka,Dhaka,12.00,2.11,ECO,ESS
ECO-1,LLB-2,ENG-3,4.6,3.3,eng,,,74.50,2.9,ECO,ESS
BBA-1,ECO-2,CSE-3,4.75,5,ban,Dhaka,Dhaka,144.00,2.35,ECO,ESS
ECO-1,BBA-2,ENG-3,4.94,5,ban,Dhaka,Dhaka,126.00,2.58,ECO,ESS
BBA-1,LLB-2,ECO-3,5,4.9,ban,Dhaka,Dhaka,39.00,2.76,ECO,ESS
ECO-1,BIO-2,MIC-3,5,5,ban,Dinajpur,Dinajpur,45.00,2.79,ECO,ESS
ECO-1,BBA-2,ENG-3,5,4.5,ban,Dhaka,Dhaka,33.00,2.21,ECO,ESS
ECO-1,BBA-2,LLB-3,4.37,4,eng,,,18.00,2.89,ECO,ESS
ECO-1,,,5,4.5,eng,,,39.00,2.1,ECO,ESS
ECO-1,CS-2,BBA-3,4.8,2.5,eng,,,18.00,2.23,ECO,ESS
ECO-1,BBA-2,ANT-3,4.2,2.5,eng,,,34.50,2.17,ECO,ESS
ECO-1,BBA-2,,5,4.5,eng,,,130.00,2.83,ECO,ESS
BBA-1,ECO-2,,3.5,2.5,eng,,,96.00,2.15,ECO,ESS
EEE-1,ECE-2,,5,5,ban,Jessore,Jessore,15.00,2.18,EEE,ElectricalandElectronicEngr
BBA-1,EEE-2,,3.6,,eng,,,42.00,2.57,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,15.00,2.87,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,35.50,2.71,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.8,,eng,,,136.00,3.26,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,78.00,2.84,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,24.00,3.65,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.8,4.5,eng,,,18.00,2.53,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.94,4.8,ban,Chittagong,Dhaka,54.00,3.06,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.7,ban,Dhaka,Dhaka,15.00,2.95,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,,,ban,,,32.50,2.6,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,81.00,2.41,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,99.00,2.89,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.2,ban,Dhaka,Dhaka,111.00,2.3,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.88,4.2,ban,Dhaka,Dhaka,15.00,2.38,EEE,ElectricalandElectronicEngr
EEE-1,APE-2,,4.69,3.8,ban,Dhaka,Dhaka,57.00,3.27,EEE,ElectricalandElectronicEngr
BBA-1,EEE-2,,,,ban,,,96.00,2.95,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,,,ban,,,60.00,2.19,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Sylhet,Sylhet,99.00,2.33,EEE,ElectricalandElectronicEngr
EEE-1,ENG-2,,5,4.7,ban,Dhaka,Dhaka,12.00,2.77,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,4.2,ban,Jessore,Jessore,33.00,2.82,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,114.00,2.82,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,eng,,,39.00,3.23,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Rajshahi,Rajshahi,12.00,2.41,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,4.75,3.8,ban,Dhaka,Dhaka,54.00,2.23,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,99.00,2.7,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,94.00,2.09,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,4.94,5,ban,Dhaka,Dhaka,53.00,2.35,EEE,ElectricalandElectronicEngr
ECE-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,9.00,2.49,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,4.38,5,ban,Dhaka,Dhaka,130.00,2.56,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,51.00,2.15,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,,,ban,,,52.00,3.08,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,111.00,2.88,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,92.00,2.55,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,,4.75,3.7,ban,Dhaka,Dhaka,139.00,3.35,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,,5,5,ban,Dhaka,Dhaka,51.00,2.49,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,,,,ban,,,24.00,2.41,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,105.00,3.18,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.3,ban,Dhaka,Dhaka,30.00,3.65,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.5,ban,Dhaka,Dhaka,105.00,2.67,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,60.00,2.48,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.94,4.3,ban,Rajshahi,Rajshahi,136.00,2.54,EEE,ElectricalandElectronicEngr
ECE-1,APE-2,,5,5,ban,Dhaka,Dhaka,51.00,3.55,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,102.00,2.96,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,Dhaka,Dhaka,12.00,2.94,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.5,ban,Dhaka,Dhaka,21.00,3.87,EEE,ElectricalandElectronicEngr
APE-1,EEE-2,,,,ban,Dhaka,Dhaka,121.00,3.99,EEE,ElectricalandElectronicEngr
BBA-1,EEE-2,,,,ban,,,131.50,2.25,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.7,ban,Dinajpur,Rajshahi,105.00,2.81,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.81,4.1,ban,Dhaka,Dhaka,31.00,3.94,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.5,ban,Dhaka,Dhaka,114.00,2.5,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,4.1,ban,Chittagong,Chittagong,15.00,3.07,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,63.00,3.08,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.5,4.2,ban,Dhaka,Dhaka,92.50,3.93,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.13,3.8,ban,Dhaka,Dhaka,24.00,2.77,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.13,4.3,ban,Dhaka,Dhaka,69.00,2.1,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.56,3.9,ban,Dhaka,Dhaka,30.00,3.11,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.75,4.7,ban,Dhaka,Dhaka,75.00,3.96,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.56,3.9,ban,Dhaka,Dhaka,54.00,2.16,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.7,ban,Rajshahi,Rajshahi,67.00,2.5,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,4.5,ban,Dhaka,Dhaka,66.00,2.81,EEE,ElectricalandElectronicEngr
EEE-1,BIO-2,,5,3.9,ban,Comilla,Comilla,75.00,4,EEE,ElectricalandElectronicEngr
MIC-1,ENG-2,,5,4.2,ban,Dhaka,Dhaka,60.00,3.06,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,4.88,4.6,ban,Dhaka,Dhaka,105.00,2.74,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.2,4.5,eng,,,51.00,2.8,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,,,ban,,,15.00,2.09,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,5,5,ban,Dhaka,Dhaka,133.00,3.45,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Comilla,Dhaka,42.00,2.92,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.8,madrasah,Madrasah,Dhaka,51.00,2.99,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,eng-ver,Dhaka,Dhaka,27.00,2.11,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,5,5,eng-ver,Dhaka,Dhaka,133.00,2.43,EEE,ElectricalandElectronicEngr
ARC-1,ECE-2,,,,eng-ver,,,39.00,3.55,EEE,ElectricalandElectronicEngr
BIO-1,EEE-2,,4.94,4.2,ban,Dhaka,Dhaka,56.50,2.34,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Jessore,Jessore,21.00,2.22,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,,,ban,,,102.00,3.86,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4,eng,,,21.00,3.28,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,4.8,ban,Chittagong,Chittagong,117.00,3,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,4.94,4.6,ban,Chittagong,Chittagong,21.00,2.07,EEE,ElectricalandElectronicEngr
EEE-1,APE-2,,4.7,5,eng,,,117.00,2.8,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,,,ban,,,18.00,3.76,EEE,ElectricalandElectronicEngr
ECE-1,ECO-2,,5,4.5,ban,Jessore,Jessore,15.00,3.53,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Chittagong,Chittagong,48.00,2.71,EEE,ElectricalandElectronicEngr
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,27.00,3.56,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,114.00,2.93,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,,5,5,ban,Barisal,Barisal,128.00,2.81,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,5,eng,,,42.00,2.88,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,5,5,ban,Dhaka,Dhaka,69.00,3.8,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,,,ban,,,70.00,2.83,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.38,4,eng,,,102.00,2.87,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,63.50,2.47,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,54.00,2.6,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,4.69,5,ban,Dhaka,Dhaka,36.00,2.39,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,,5,5,eng,,,21.00,2.46,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,,,ban,,,121.00,2.49,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Rajshahi,Rajshahi,136.00,2.58,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,3.75,eng,,,117.00,2.44,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,78.00,3.68,EEE,ElectricalandElectronicEngr
CS-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,113.50,3.87,EEE,ElectricalandElectronicEngr
EEE-1,PHY-2,,,,ban,,,63.00,2.25,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,3.6,3,eng,,,15.00,2.43,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,42.00,3.73,EEE,ElectricalandElectronicEngr
EEE-1,BIO-2,,,,ban,,,78.00,3.52,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.8,ban,Dhaka,Dhaka,84.00,2.98,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,30.00,2.38,EEE,ElectricalandElectronicEngr
EEE-1,APE-2,,4.69,3.8,ban,Dhaka,Dhaka,48.00,3.68,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,129.00,2.56,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,5,4.7,eng,,,130.00,3.35,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,4.56,5,ban,Dhaka,Dhaka,39.00,3.45,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.1,ban,Comilla,Dhaka,75.00,2.49,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,,,ban,,,75.00,3.87,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,72.00,3.57,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,5,5,ban,Chittagong,Chittagong,27.00,2.95,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,,,,ban,Barisal,Dhaka,33.00,2.77,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,5,5,ban,Dhaka,Dhaka,50.00,2.67,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,5,5,ban,Dhaka,Dhaka,60.00,2.94,EEE,ElectricalandElectronicEngr
PHR-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,71.50,2.56,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.81,4.5,ban,Dhaka,Dhaka,18.00,2.77,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Rajshahi,Rajshahi,12.00,2.48,EEE,ElectricalandElectronicEngr
ECE-1,PHR-2,,5,5,ban,Dhaka,Dhaka,21.00,3.14,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.88,5,ban,Dhaka,Dhaka,126.00,2.66,EEE,ElectricalandElectronicEngr
CSE-1,PHR-2,,5,4.4,ban,Dinajpur,Dinajpur,17.00,2.28,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,,,,ban,,,27.00,2.82,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Dinajpur,Dinajpur,15.00,2.67,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,5,5,ban,Comilla,Comilla,51.00,2.69,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.81,5,ban,Dhaka,Dhaka,97.00,3.33,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Sylhet,Sylhet,57.00,2.76,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,eng,,,130.00,2.62,EEE,ElectricalandElectronicEngr
PHR-1,MIC-2,,4.63,4.3,ban,Dhaka,Dhaka,87.00,2.75,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,4.7,ban,Comilla,Comilla,35.50,2.21,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Rajshahi,Rajshahi,126.00,2.65,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.94,4,ban,Comilla,Dhaka,56.50,2.3,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.7,ban,Dhaka,Dhaka,125.50,2.39,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,5,4.9,ban,Chittagong,Chittagong,121.00,3.95,EEE,ElectricalandElectronicEngr
EEE-1,MIC-2,,5,4.6,ban,Dhaka,Dhaka,80.50,2.02,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.7,eng,,,54.00,2.41,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,94.00,3.78,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.81,4.5,ban,Dhaka,Dhaka,24.00,2.8,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,5,4.5,eng,,,129.00,2.29,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,136.00,3.96,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.7,ban,Barisal,Dhaka,45.00,3.94,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,,4.4,3.75,eng,,,93.00,2.06,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.6,ban,Dhaka,Dhaka,81.00,2.35,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,9.00,3.16,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,,4.88,4.8,ban,Dhaka,Dhaka,190.50,3.97,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,,5,4.4,ban,Dinajpur,Dinajpur,15.00,2.66,EEE,ElectricalandElectronicEngr
EEE-1,APE-2,,5,4.4,ban,Dhaka,Dhaka,119.00,3.64,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dinajpur,Dinajpur,93.00,2.32,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,PHR-3,5,5,ban,Dhaka,Dhaka,13.00,3.91,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,MAT-3,5,5,eng,,,84.00,2.04,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,42.00,2.15,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,PHR-3,4.88,5,ban,Dhaka,Dhaka,15.00,3.06,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ARC-3,5,5,ban,Dhaka,Dhaka,58.00,2.45,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,35.50,2.16,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,126.00,2.06,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Chittagong,Chittagong,51.00,2.56,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,72.00,3.74,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,ECE-3,5,4.5,ban,Dhaka,Dhaka,12.00,2.21,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,BIO-3,5,5,ban,Sylhet,Sylhet,18.00,2.1,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Jessore,Jessore,39.00,2.17,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,BBA-3,5,5,ban,Comilla,Dhaka,97.00,3.97,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,33.00,3.58,EEE,ElectricalandElectronicEngr
BBA-1,EEE-2,ECE-3,5,4.7,ban,Dhaka,Dhaka,40.00,2.75,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,4.6,ban,Chittagong,Chittagong,138.00,3.42,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,ECO-3,4.8,4.33,eng,,,54.00,2.61,EEE,ElectricalandElectronicEngr
ARC-1,CSE-2,EEE-3,500,500,ban,Dhaka,Dhaka,18.00,2.27,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,PHR-3,5,5,ban,Rajshahi,Rajshahi,117.00,2.33,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,APE-3,5,5,ban,Comilla,Dhaka,9.00,3.17,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,PHR-3,5,4.6,ban,Comilla,Comilla,50.50,2.51,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,PHR-3,5,4.6,ban,Dhaka,Dhaka,57.00,2.08,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CS-3,5,4.8,ban,Dhaka,Dhaka,93.00,3.96,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,15.00,2.16,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,18.00,2.96,EEE,ElectricalandElectronicEngr
EEE-1,PHR-2,ARC-3,5,5,ban,Dhaka,Dhaka,132.00,2.01,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,21.00,2.65,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,4.6,ban,Sylhet,Dhaka,33.00,2.29,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,4.5,ban,Dhaka,Dhaka,120.00,2.57,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,39.00,2.77,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,APE-3,,,ban,,,111.00,3.64,EEE,ElectricalandElectronicEngr
